1477204502318,Under Frequency :59.47,Time :14:35:02:928000, u'Bus   21  Frequency '
1477204502318,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   24  Frequency '
1477204502319,Under Frequency :59.49,Time :14:35:02:928000, u'Bus   27  Frequency '
1477204502319,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   28  Frequency '
1477204502320,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   29  Frequency '
1477204502321,Under Frequency :59.49,Time :14:35:02:928000, u'Bus   30  Frequency '
1477204502321,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   31  Frequency '
1477204502322,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   32  Frequency '
1477204502323,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   33  Frequency '
1477204502323,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   35  Frequency '
1477204502324,Under Frequency :59.49,Time :14:35:02:928000, u'Bus   37  Frequency '
1477204502325,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   38  Frequency '
1477204502326,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   39  Frequency '
1477204502326,Under Frequency :59.49,Time :14:35:02:928000, u'Bus   40  Frequency '
1477204502327,Under Frequency :59.49,Time :14:35:02:928000, u'Bus   41  Frequency '
1477204502327,Under Frequency :59.49,Time :14:35:02:928000, u'Bus   44  Frequency '
1477204502328,Under Frequency :59.47,Time :14:35:02:928000, u'Bus   48  Frequency '
1477204502336,Under Frequency :59.47,Time :14:35:02:928000, u'Bus   54  Frequency '
1477204502337,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   55  Frequency '
1477204502337,Under Frequency :59.48,Time :14:35:02:928000, u'Bus   56  Frequency '
1477204502340,Under Voltage(5) :0.94,Time :14:35:06:928000, u'Bus   1  TSBusVPU '
1477204502342,Under Voltage(5) :0.94,Time :14:35:06:928000, u'Bus   3  TSBusVPU '
1477204502342,Under Voltage(5) :0.94,Time :14:35:01:928000, u'Bus   5  TSBusVPU '
1477204502348,Under Voltage(5) :0.89,Time :14:35:06:928000, u'Bus   12  TSBusVPU '
1477204502352,Under Voltage(5) :0.94,Time :14:35:01:928000, u'Bus   15  TSBusVPU '
1477204502356,Under Voltage(5) :0.94,Time :14:35:01:928000, u'Bus   18  TSBusVPU '
1477204502364,Under Voltage(5) :0.94,Time :14:35:01:928000, u'Bus   21  TSBusVPU '
1477204502364,Under Voltage(5) :0.94,Time :14:35:01:928000, u'Bus   24  TSBusVPU '
1477204502366,Under Voltage(5) :0.89,Time :14:35:06:928000, u'Bus   27  TSBusVPU '
1477204502374,Under Voltage(5) :0.94,Time :14:35:01:928000, u'Bus   30  TSBusVPU '
1477204502390,Under Voltage(5) :0.94,Time :14:35:01:928000, u'Bus   37  TSBusVPU '
1477204502399,Under Voltage(5) :0.94,Time :14:35:06:928000, u'Bus   40  TSBusVPU '
1477204502399,Under Voltage(5) :0.94,Time :14:35:01:928000, u'Bus   41  TSBusVPU '
1477204502402,Under Voltage(5) :0.94,Time :14:35:06:928000, u'Bus   44  TSBusVPU '
1477204502402,Under Voltage(5) :0.94,Time :14:35:01:928000, u'Bus   48  TSBusVPU '
1477204502406,Under Voltage(5) :0.0,Time :14:35:03:928000, u'Bus   53  TSBusVPU '
1477204502407,Under Voltage(5) :0.94,Time :14:35:01:928000, u'Bus   54  TSBusVPU '
1477204502416,Under Voltage(20) :0.79,Time :14:35:06:928000, u'Bus   1  TSBusVPU '
1477204502419,Under Voltage(20) :0.79,Time :14:35:06:928000, u'Bus   3  TSBusVPU '
1477204502421,Under Voltage(20) :0.79,Time :14:35:06:928000, u'Bus   5  TSBusVPU '
1477204502427,Under Voltage(20) :0.78,Time :14:35:06:928000, u'Bus   12  TSBusVPU '
1477204502433,Under Voltage(20) :0.0,Time :14:35:08:928000, u'Bus   15  TSBusVPU '
1477204502439,Under Voltage(20) :0.79,Time :14:35:06:928000, u'Bus   18  TSBusVPU '
1477204502450,Under Voltage(20) :0.0,Time :14:35:08:928000, u'Bus   21  TSBusVPU '
1477204502453,Under Voltage(20) :0.0,Time :14:35:08:928000, u'Bus   24  TSBusVPU '
1477204502455,Under Voltage(20) :0.79,Time :14:35:06:928000, u'Bus   27  TSBusVPU '
1477204502464,Under Voltage(20) :0.79,Time :14:35:06:928000, u'Bus   30  TSBusVPU '
